employee_id,zone,region,urbanity,home_lat,home_lon,job_family,shift_worker,shift_pattern,offpeak_travel,days_on_site_per_week,commute_days_per_month,age,has_children_under12,car_available,green_attitude,already_has_dticket,field_role
SYN-00172,Hamburg-Uhlenhorst,Hamburg,urban_core,53.55937,10.01822,Field & Sales,False,Day (08:00),False,2,7.8,55,False,True,-0.989,False,True
SYN-00173,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.66009,10.08588,Office & Commercial,False,Day (08:00),False,3,11.7,47,False,True,0.045,True,False
SYN-00174,Elmshorn,Kr. Pinneberg,suburban,53.76125,9.62737,Office & Commercial,False,Day (08:00),False,4,15.6,31,False,True,-1.343,False,False
SYN-00175,Hamburg-Ohlsdorf,Hamburg,urban,53.61223,10.02372,Office & Commercial,False,Day (08:00),False,3,11.7,33,False,True,1.664,True,False
SYN-00176,Norderstedt,Kr. Segeberg,suburban,53.69948,9.98467,Office & Commercial,False,Day (08:00),False,2,7.8,37,True,True,-0.485,False,False
SYN-00177,Hamburg-Barmbek,Hamburg,urban_core,53.58071,10.01923,Office & Commercial,False,Day (08:00),False,2,7.8,44,True,True,1.938,False,False
SYN-00178,Buxtehude,Kr. Stade,suburban,53.48141,9.67847,Production & Technical,True,Early (06:00),True,5,19.5,41,True,True,-0.908,False,False
SYN-00179,Pinneberg,Kr. Pinneberg,suburban,53.66829,9.81738,Office & Commercial,False,Day (08:00),False,3,11.7,30,True,True,-0.012,False,False
SYN-00180,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.58816,9.88892,Field & Sales,False,Day (08:00),False,3,11.7,30,False,True,1.617,False,True
SYN-00181,Pinneberg,Kr. Pinneberg,suburban,53.66964,9.80384,Production & Technical,False,Day (08:00),False,5,19.5,20,True,True,-0.057,False,False
SYN-00182,Pinneberg,Kr. Pinneberg,suburban,53.65975,9.79568,Lab & R&D,False,Day (08:00),False,4,15.6,20,False,True,0.539,True,False
SYN-00183,Hamburg-Uhlenhorst,Hamburg,urban_core,53.57757,10.03167,Lab & R&D,False,Day (08:00),False,4,15.6,41,False,True,1.459,False,False
SYN-00184,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65855,10.19976,Production & Technical,True,Late (14:00),True,5,19.5,64,False,True,-1.023,False,False
SYN-00185,Hamburg-Wilhelmsburg,Hamburg,urban,53.52698,10.0109,Office & Commercial,False,Day (08:00),False,2,7.8,62,True,True,-1.445,False,False
SYN-00186,Hamburg-Billstedt/Horn,Hamburg,urban,53.54075,10.09256,Lab & R&D,False,Day (08:00),False,4,15.6,31,False,False,-1.125,True,False
SYN-00187,Hamburg-Winterhude,Hamburg,urban_core,53.58813,10.02975,Field & Sales,False,Day (08:00),False,1,3.9,44,True,True,0.9,False,True
SYN-00188,Hamburg-Langenhorn,Hamburg,urban,53.67697,10.03239,Production & Technical,True,Early (06:00),True,5,19.5,26,False,True,0.805,False,False
SYN-00189,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.55466,9.91087,Production & Technical,False,Day (08:00),False,5,19.5,28,False,True,1.445,False,False
SYN-00190,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.6561,10.11463,Office & Commercial,False,Day (08:00),False,2,7.8,29,False,True,-0.157,False,False
SYN-00191,Elmshorn,Kr. Pinneberg,suburban,53.75512,9.62186,Production & Technical,True,Late (14:00),True,5,19.5,40,False,True,-1.497,False,False
SYN-00192,Hamburg-Poppenbüttel,Hamburg,suburban,53.67116,10.06601,Production & Technical,False,Day (08:00),False,5,19.5,40,False,False,-2.419,False,False
SYN-00193,Hamburg-Langenhorn,Hamburg,urban,53.66846,10.00949,Production & Technical,False,Day (08:00),False,5,19.5,45,False,True,2.968,False,False
SYN-00194,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.7939,9.98655,Production & Technical,True,Early (06:00),True,5,19.5,49,True,True,0.31,False,False
SYN-00195,Hamburg-Fuhlsbüttel,Hamburg,urban,53.63154,10.04292,Office & Commercial,False,Day (08:00),False,4,15.6,38,True,True,0.353,False,False
SYN-00196,Hamburg-Niendorf,Hamburg,urban,53.62667,9.94319,Office & Commercial,False,Day (08:00),False,5,19.5,42,True,False,0.429,True,False
SYN-00197,Hamburg-Wandsbek,Hamburg,urban,53.58727,10.08288,Office & Commercial,False,Day (08:00),False,3,11.7,30,False,True,-1.081,False,False
SYN-00198,Neumünster,Kr. Neumünster,suburban,54.05609,10.00223,Office & Commercial,False,Day (08:00),False,3,11.7,27,False,True,-0.645,False,False
SYN-00199,Hamburg-Niendorf,Hamburg,urban,53.63393,9.94113,Production & Technical,True,Early (06:00),True,5,19.5,26,False,False,2.16,False,False
SYN-00200,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.6651,10.15184,Production & Technical,False,Day (08:00),False,5,19.5,49,False,False,0.442,False,False
SYN-00201,Hamburg-Wilhelmsburg,Hamburg,urban,53.49229,10.02334,Production & Technical,True,Late (14:00),True,5,19.5,38,False,True,-0.547,False,False
SYN-00202,Bad Oldesloe,Kr. Stormarn,rural,53.80676,10.36936,Production & Technical,False,Day (08:00),False,5,19.5,21,False,True,-1.177,False,False
SYN-00203,Hamburg-Rotherbaum,Hamburg,urban_core,53.56093,9.9902,Production & Technical,False,Day (08:00),False,5,19.5,41,True,False,-0.149,False,False
SYN-00204,Hamburg-Langenhorn,Hamburg,urban,53.67222,10.0011,Production & Technical,True,Early (06:00),True,5,19.5,28,False,False,0.068,True,False
SYN-00205,Norderstedt,Kr. Segeberg,suburban,53.71941,9.99956,Production & Technical,True,Early (06:00),True,5,19.5,60,False,True,1.649,False,False
SYN-00206,Hamburg-Poppenbüttel,Hamburg,suburban,53.66352,10.09903,Production & Technical,True,Late (14:00),True,5,19.5,36,False,True,-0.188,True,False
SYN-00207,Hamburg-Langenhorn,Hamburg,urban,53.65871,9.99842,Office & Commercial,False,Day (08:00),False,5,19.5,49,False,True,-1.156,False,False
SYN-00208,Hamburg-Billstedt/Horn,Hamburg,urban,53.54575,10.10154,Office & Commercial,False,Day (08:00),False,3,11.7,54,False,True,-0.109,False,False
SYN-00209,Hamburg-Langenhorn,Hamburg,urban,53.66358,9.99359,Lab & R&D,False,Day (08:00),False,4,15.6,31,False,True,0.598,True,False
SYN-00210,Hamburg-Rotherbaum,Hamburg,urban_core,53.56616,9.99831,Office & Commercial,False,Day (08:00),False,2,7.8,43,False,False,-0.947,False,False
SYN-00211,Hamburg-Billstedt/Horn,Hamburg,urban,53.56049,10.0675,Office & Commercial,False,Day (08:00),False,4,15.6,48,True,True,0.452,True,False
SYN-00212,Hamburg-Wandsbek,Hamburg,urban,53.58323,10.04018,Production & Technical,True,Late (14:00),True,5,19.5,43,False,True,1.342,False,False
SYN-00213,Hamburg-Niendorf,Hamburg,urban,53.60188,9.95138,Office & Commercial,False,Day (08:00),False,2,7.8,46,False,False,0.222,False,False
SYN-00214,Hamburg-Neugraben,Hamburg,suburban,53.47575,9.81648,Production & Technical,False,Day (08:00),False,5,19.5,27,False,True,-0.647,False,False
SYN-00215,Hamburg-Stellingen/Eidelstedt,Hamburg,urban,53.59915,9.92069,Production & Technical,True,Early (06:00),True,5,19.5,48,False,True,-0.479,False,False
SYN-00216,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.55498,9.90122,Production & Technical,True,Early (06:00),True,5,19.5,37,False,False,-1.426,False,False
SYN-00217,Hamburg-Langenhorn,Hamburg,urban,53.6763,10.03919,Production & Technical,True,Late (14:00),True,5,19.5,46,False,True,-0.051,False,False
SYN-00218,Hamburg-Langenhorn,Hamburg,urban,53.6805,10.00085,Production & Technical,True,Late (14:00),True,5,19.5,52,False,False,0.294,False,False
SYN-00219,Uetersen,Kr. Pinneberg,rural,53.69266,9.64466,Office & Commercial,False,Day (08:00),False,3,11.7,49,False,True,-1.313,True,False
SYN-00220,Hamburg-Winterhude,Hamburg,urban_core,53.60802,9.99451,Lab & R&D,False,Day (08:00),False,5,19.5,46,True,True,2.223,False,False
SYN-00221,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.66516,10.1352,Office & Commercial,False,Day (08:00),False,2,7.8,49,True,True,0.576,False,False
SYN-00222,Hamburg-Eimsbüttel,Hamburg,urban_core,53.58888,9.95025,Office & Commercial,False,Day (08:00),False,2,7.8,50,False,True,-1.576,False,False
SYN-00223,Hamburg-Billstedt/Horn,Hamburg,urban,53.54706,10.1153,Office & Commercial,False,Day (08:00),False,3,11.7,58,True,True,-1.889,False,False
SYN-00224,Ahrensburg,Kr. Stormarn,suburban,53.68216,10.23317,Production & Technical,False,Day (08:00),False,5,19.5,42,True,True,-1.084,False,False
SYN-00225,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.64782,10.10014,Office & Commercial,False,Day (08:00),False,4,15.6,44,False,True,1.44,False,False
SYN-00226,Tornesch,Kr. Pinneberg,rural,53.69455,9.72466,Office & Commercial,False,Day (08:00),False,2,7.8,52,False,True,0.424,False,False
SYN-00227,Norderstedt,Kr. Segeberg,suburban,53.69725,9.98911,Production & Technical,True,Early (06:00),True,5,19.5,37,True,True,1.607,False,False
SYN-00228,Hamburg-Altona/Ottensen,Hamburg,urban_core,53.54925,9.93703,Production & Technical,True,Early (06:00),True,5,19.5,27,False,False,0.61,True,False
SYN-00229,Hamburg-Rahlstedt,Hamburg,suburban,53.59967,10.19134,Lab & R&D,False,Day (08:00),False,4,15.6,47,False,True,-0.393,False,False
SYN-00230,Hamburg-Langenhorn,Hamburg,urban,53.67265,10.03823,Office & Commercial,False,Day (08:00),False,5,19.5,40,True,True,-1.064,False,False
SYN-00231,Hamburg-Langenhorn,Hamburg,urban,53.68706,10.03248,Office & Commercial,False,Day (08:00),False,4,15.6,29,False,True,0.716,False,False
SYN-00232,Hamburg-Barmbek,Hamburg,urban_core,53.57235,10.04046,Office & Commercial,False,Day (08:00),False,4,15.6,48,False,True,0.054,False,False
SYN-00233,Bargteheide,Kr. Stormarn,rural,53.72992,10.26223,Production & Technical,True,Late (14:00),True,5,19.5,58,False,True,-0.801,False,False
SYN-00234,Hamburg-Wandsbek,Hamburg,urban,53.56964,10.06036,Office & Commercial,False,Day (08:00),False,2,7.8,24,False,True,2.068,False,False
SYN-00235,Elmshorn,Kr. Pinneberg,suburban,53.74411,9.65201,Production & Technical,False,Day (08:00),False,5,19.5,53,True,True,-0.41,False,False
SYN-00236,Hamburg-Neugraben,Hamburg,suburban,53.44801,9.8794,Production & Technical,True,Early (06:00),True,5,19.5,20,False,True,1.598,False,False
SYN-00237,Hamburg-Eppendorf,Hamburg,urban_core,53.58386,9.98735,Office & Commercial,False,Day (08:00),False,2,7.8,38,True,False,-1.171,True,False
SYN-00238,Hamburg-Wilhelmsburg,Hamburg,urban,53.50908,10.03623,Production & Technical,True,Late (14:00),True,5,19.5,62,True,True,2.505,False,False
SYN-00239,Norderstedt,Kr. Segeberg,suburban,53.71946,9.94891,Office & Commercial,False,Day (08:00),False,2,7.8,38,True,True,-0.407,True,False
SYN-00240,Hamburg-Langenhorn,Hamburg,urban,53.67766,10.04642,Production & Technical,False,Day (08:00),False,5,19.5,43,False,True,0.841,False,False
SYN-00241,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.78773,9.96192,Office & Commercial,False,Day (08:00),False,5,19.5,50,False,True,0.633,False,False
SYN-00242,Hamburg-Harburg,Hamburg,urban,53.46037,9.96999,Office & Commercial,False,Day (08:00),False,4,15.6,23,False,True,-0.031,False,False
SYN-00243,Hamburg-Poppenbüttel,Hamburg,suburban,53.6501,10.07908,Office & Commercial,False,Day (08:00),False,4,15.6,43,True,True,0.702,False,False
SYN-00244,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55421,9.96067,Office & Commercial,False,Day (08:00),False,2,7.8,43,False,True,1.204,True,False
SYN-00245,Hamburg-Wandsbek,Hamburg,urban,53.57277,10.08422,Field & Sales,False,Day (08:00),False,1,3.9,62,False,True,-0.896,False,True
SYN-00246,Tangstedt,Kr. Stormarn,rural,53.73746,10.06562,Office & Commercial,False,Day (08:00),False,4,15.6,28,False,True,-0.768,False,False
SYN-00247,Hamburg-Wandsbek,Hamburg,urban,53.57256,10.03847,Office & Commercial,False,Day (08:00),False,4,15.6,38,False,True,0.262,False,False
SYN-00248,Hamburg-Barmbek,Hamburg,urban_core,53.58857,10.02096,Office & Commercial,False,Day (08:00),False,3,11.7,32,False,False,0.401,False,False
SYN-00249,Hamburg-Winterhude,Hamburg,urban_core,53.58846,9.99147,Production & Technical,True,Late (14:00),True,5,19.5,31,False,False,1.926,False,False
SYN-00250,Hamburg-Barmbek,Hamburg,urban_core,53.58913,10.02994,Production & Technical,False,Day (08:00),False,5,19.5,54,True,True,0.853,False,False
SYN-00251,Hamburg-Rahlstedt,Hamburg,suburban,53.62748,10.15336,Production & Technical,True,Late (14:00),True,5,19.5,42,False,True,-0.17,False,False
SYN-00252,Tangstedt,Kr. Stormarn,rural,53.70952,10.09935,Production & Technical,True,Early (06:00),True,5,19.5,36,False,True,0.406,False,False
SYN-00253,Hamburg-Eppendorf,Hamburg,urban_core,53.5949,9.96558,Production & Technical,False,Day (08:00),False,5,19.5,36,True,True,-1.597,False,False
SYN-00254,Hamburg-Poppenbüttel,Hamburg,suburban,53.65634,10.05253,Production & Technical,True,Early (06:00),True,5,19.5,36,False,True,-0.615,True,False
SYN-00255,Hamburg-Poppenbüttel,Hamburg,suburban,53.64585,10.09074,Office & Commercial,False,Day (08:00),False,5,19.5,37,True,True,0.271,False,False
SYN-00256,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.58106,9.89496,Production & Technical,True,Night (22:00),True,5,19.5,28,False,True,1.499,True,False
SYN-00257,Hamburg-Bergedorf,Hamburg,suburban,53.47791,10.22326,Office & Commercial,False,Day (08:00),False,4,15.6,39,False,True,0.15,False,False
SYN-00258,Hamburg-Langenhorn,Hamburg,urban,53.6611,10.00998,Production & Technical,True,Early (06:00),True,5,19.5,38,False,True,1.675,False,False
SYN-00259,Norderstedt,Kr. Segeberg,suburban,53.73005,10.0269,Office & Commercial,False,Day (08:00),False,2,7.8,34,True,False,0.901,True,False
SYN-00260,Hamburg-Wandsbek,Hamburg,urban,53.57684,10.09024,Production & Technical,True,Early (06:00),True,5,19.5,44,False,True,-0.372,False,False
SYN-00261,Hamburg-Langenhorn,Hamburg,urban,53.68051,9.99558,Office & Commercial,False,Day (08:00),False,3,11.7,45,False,False,-0.04,True,False
SYN-00262,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.77686,9.99691,Production & Technical,True,Early (06:00),True,5,19.5,36,True,True,0.408,False,False
SYN-00263,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.64154,10.1712,Office & Commercial,False,Day (08:00),False,2,7.8,40,False,True,-0.515,False,False
SYN-00264,Hamburg-Langenhorn,Hamburg,urban,53.67226,10.03517,Production & Technical,True,Late (14:00),True,5,19.5,64,False,True,1.315,False,False
SYN-00265,Wedel,Kr. Pinneberg,suburban,53.568,9.70599,Field & Sales,False,Day (08:00),False,1,3.9,64,False,True,-1.575,False,True
SYN-00266,Hamburg-Ohlsdorf,Hamburg,urban,53.6288,10.0125,Production & Technical,True,Late (14:00),True,5,19.5,30,False,True,0.666,False,False
SYN-00267,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.67171,10.0947,Office & Commercial,False,Day (08:00),False,2,7.8,32,True,True,0.802,False,False
SYN-00268,Hamburg-Fuhlsbüttel,Hamburg,urban,53.64083,10.02763,Production & Technical,True,Late (14:00),True,5,19.5,30,True,True,0.037,True,False
SYN-00269,Hamburg-Langenhorn,Hamburg,urban,53.65839,10.00633,Office & Commercial,False,Day (08:00),False,4,15.6,54,False,True,-0.589,False,False
SYN-00270,Norderstedt,Kr. Segeberg,suburban,53.69335,9.99946,Office & Commercial,False,Day (08:00),False,3,11.7,38,True,True,-0.109,False,False
SYN-00271,Norderstedt,Kr. Segeberg,suburban,53.68308,9.96118,Production & Technical,True,Early (06:00),True,5,19.5,45,False,True,0.662,True,False
SYN-00272,Hamburg-Ohlsdorf,Hamburg,urban,53.61948,10.0332,Production & Technical,True,Early (06:00),True,5,19.5,64,False,True,-0.717,False,False
SYN-00273,Norderstedt,Kr. Segeberg,suburban,53.69772,10.00535,Production & Technical,True,Late (14:00),True,5,19.5,42,False,True,-1.169,False,False
SYN-00274,Hamburg-Wandsbek,Hamburg,urban,53.56128,10.07413,Production & Technical,True,Early (06:00),True,5,19.5,50,False,True,1.167,True,False
SYN-00275,Hamburg-Billstedt/Horn,Hamburg,urban,53.53091,10.07658,Field & Sales,False,Day (08:00),False,1,3.9,48,True,True,0.449,False,True
SYN-00276,Hamburg-Winterhude,Hamburg,urban_core,53.58347,10.00988,Production & Technical,True,Late (14:00),True,5,19.5,36,True,True,1.458,False,False
SYN-00277,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59714,10.09383,Production & Technical,True,Early (06:00),True,5,19.5,54,False,False,0.709,False,False
SYN-00278,Hamburg-Rotherbaum,Hamburg,urban_core,53.57682,9.96714,Field & Sales,False,Day (08:00),False,3,11.7,33,False,True,2.68,True,True
SYN-00279,Neumünster,Kr. Neumünster,suburban,54.07357,9.95532,Production & Technical,True,Late (14:00),True,5,19.5,57,False,True,0.765,False,False
SYN-00280,Quickborn,Kr. Pinneberg,suburban,53.72225,9.92163,Production & Technical,False,Day (08:00),False,5,19.5,36,False,True,-0.724,False,False
SYN-00281,Norderstedt,Kr. Segeberg,suburban,53.71238,9.96223,Office & Commercial,False,Day (08:00),False,3,11.7,37,False,True,0.454,False,False
SYN-00282,Hamburg-Niendorf,Hamburg,urban,53.6231,9.94315,Lab & R&D,False,Day (08:00),False,5,19.5,30,True,True,-0.207,False,False
SYN-00283,Hamburg-Poppenbüttel,Hamburg,suburban,53.66567,10.1061,Office & Commercial,False,Day (08:00),False,3,11.7,32,False,True,-0.387,False,False
SYN-00284,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.65069,10.10102,Office & Commercial,False,Day (08:00),False,4,15.6,37,False,True,-1.429,False,False
SYN-00285,Hamburg-Wandsbek,Hamburg,urban,53.57153,10.09593,Field & Sales,False,Day (08:00),False,1,3.9,20,False,True,0.231,True,True
SYN-00286,Hamburg-Barmbek,Hamburg,urban_core,53.58475,10.03387,Production & Technical,True,Late (14:00),True,5,19.5,39,False,True,0.945,True,False
SYN-00287,Norderstedt,Kr. Segeberg,suburban,53.70819,10.04749,Field & Sales,False,Day (08:00),False,2,7.8,36,False,True,-0.066,False,True
SYN-00288,Hamburg-Winterhude,Hamburg,urban_core,53.58975,9.99357,Lab & R&D,False,Day (08:00),False,4,15.6,51,False,True,-0.899,False,False
SYN-00289,Hamburg-Uhlenhorst,Hamburg,urban_core,53.56964,10.04361,Lab & R&D,False,Day (08:00),False,3,11.7,47,False,True,-1.256,False,False
SYN-00290,Hamburg-Langenhorn,Hamburg,urban,53.65964,10.01654,Production & Technical,True,Night (22:00),True,5,19.5,34,False,True,2.395,True,False
SYN-00291,Henstedt-Ulzburg,Kr. Segeberg,suburban,53.79523,9.97704,Production & Technical,True,Late (14:00),True,5,19.5,37,True,True,0.308,False,False
SYN-00292,Norderstedt,Kr. Segeberg,suburban,53.68506,10.02768,Office & Commercial,False,Day (08:00),False,5,19.5,39,True,True,-0.874,False,False
SYN-00293,Tornesch,Kr. Pinneberg,rural,53.70971,9.7051,Office & Commercial,False,Day (08:00),False,4,15.6,58,False,True,-0.105,False,False
SYN-00294,Hamburg-Langenhorn,Hamburg,urban,53.68783,10.0158,Office & Commercial,False,Day (08:00),False,2,7.8,33,True,True,2.489,False,False
SYN-00295,Kaltenkirchen,Kr. Segeberg,suburban,53.84631,9.9459,Lab & R&D,False,Day (08:00),False,5,19.5,34,True,True,0.654,False,False
SYN-00296,Halstenbek/Rellingen,Kr. Pinneberg,suburban,53.63724,9.8709,Office & Commercial,False,Day (08:00),False,4,15.6,30,False,True,-2.687,False,False
SYN-00297,Reinbek/Glinde,Kr. Stormarn,suburban,53.53381,10.19834,Production & Technical,False,Day (08:00),False,5,19.5,26,False,True,2.819,False,False
SYN-00298,Hamburg-Harburg,Hamburg,urban,53.48097,9.98721,Production & Technical,False,Day (08:00),False,5,19.5,45,True,True,-1.749,True,False
SYN-00299,Hamburg-Wilhelmsburg,Hamburg,urban,53.49462,10.02383,Production & Technical,False,Day (08:00),False,5,19.5,44,False,True,-0.089,False,False
SYN-00300,Hamburg-Rahlstedt,Hamburg,suburban,53.61908,10.12996,Production & Technical,False,Day (08:00),False,5,19.5,56,False,True,-1.467,False,False
SYN-00301,Hamburg-Wilhelmsburg,Hamburg,urban,53.49809,9.98131,Production & Technical,False,Day (08:00),False,5,19.5,53,False,True,-0.773,False,False
SYN-00302,Hamburg-Langenhorn,Hamburg,urban,53.65476,10.01193,Office & Commercial,False,Day (08:00),False,4,15.6,64,False,True,0.068,False,False
SYN-00303,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.54575,9.97395,Office & Commercial,False,Day (08:00),False,2,7.8,41,True,False,-1.704,False,False
SYN-00304,Hamburg-Uhlenhorst,Hamburg,urban_core,53.5729,10.01315,Office & Commercial,False,Day (08:00),False,3,11.7,39,True,True,0.31,False,False
SYN-00305,Quickborn,Kr. Pinneberg,suburban,53.72493,9.87751,Production & Technical,False,Day (08:00),False,5,19.5,28,False,True,1.281,False,False
SYN-00306,Hamburg-Eppendorf,Hamburg,urban_core,53.58061,9.98818,Office & Commercial,False,Day (08:00),False,4,15.6,50,True,False,-0.627,True,False
SYN-00307,Hamburg-Winterhude,Hamburg,urban_core,53.60583,9.99538,Office & Commercial,False,Day (08:00),False,5,19.5,43,False,False,-1.057,True,False
SYN-00308,Hamburg-Rahlstedt,Hamburg,suburban,53.60714,10.18351,Lab & R&D,False,Day (08:00),False,3,11.7,49,False,True,-0.356,False,False
SYN-00309,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.665,10.12544,Office & Commercial,False,Day (08:00),False,4,15.6,29,False,False,-0.222,False,False
SYN-00310,Hamburg-Langenhorn,Hamburg,urban,53.66233,9.99754,Office & Commercial,False,Day (08:00),False,3,11.7,46,False,True,-0.512,False,False
SYN-00311,Hamburg-Eimsbüttel,Hamburg,urban_core,53.58377,9.95327,Office & Commercial,False,Day (08:00),False,3,11.7,44,False,False,-0.872,False,False
SYN-00312,Hamburg-Barmbek,Hamburg,urban_core,53.58512,10.05214,Office & Commercial,False,Day (08:00),False,3,11.7,44,True,True,0.836,False,False
SYN-00313,Hamburg-Poppenbüttel,Hamburg,suburban,53.65703,10.1114,Lab & R&D,False,Day (08:00),False,5,19.5,34,False,True,0.629,False,False
SYN-00314,Hamburg-Winterhude,Hamburg,urban_core,53.60394,10.0281,Production & Technical,False,Day (08:00),False,5,19.5,55,False,True,-0.932,False,False
SYN-00315,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.62197,10.06579,Production & Technical,True,Late (14:00),True,5,19.5,64,False,False,-1.144,False,False
SYN-00316,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.61152,10.1072,Production & Technical,False,Day (08:00),False,5,19.5,30,True,False,0.486,False,False
SYN-00317,Hamburg-Winterhude,Hamburg,urban_core,53.58962,10.00982,Office & Commercial,False,Day (08:00),False,5,19.5,50,False,True,-0.748,True,False
SYN-00318,Hamburg-Billstedt/Horn,Hamburg,urban,53.56692,10.08788,Office & Commercial,False,Day (08:00),False,4,15.6,20,False,True,0.695,False,False
SYN-00319,Hamburg-Volksdorf/Duvenstedt,Hamburg,suburban,53.65986,10.16127,Office & Commercial,False,Day (08:00),False,3,11.7,49,False,True,1.251,True,False
SYN-00320,Ahrensburg,Kr. Stormarn,suburban,53.66451,10.23631,Production & Technical,True,Late (14:00),True,5,19.5,21,False,True,0.19,False,False
SYN-00321,Schenefeld,Kr. Pinneberg,suburban,53.59275,9.82905,Production & Technical,False,Day (08:00),False,5,19.5,36,False,True,-1.214,False,False
SYN-00322,Hamburg-Eimsbüttel,Hamburg,urban_core,53.58215,9.93646,Lab & R&D,False,Day (08:00),False,4,15.6,28,False,True,0.975,True,False
SYN-00323,Hamburg-Bramfeld/Farmsen,Hamburg,urban,53.59859,10.1147,Production & Technical,True,Night (22:00),True,5,19.5,40,False,False,0.006,False,False
SYN-00324,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.54206,9.97556,Lab & R&D,False,Day (08:00),False,5,19.5,51,False,False,0.05,True,False
SYN-00325,Quickborn,Kr. Pinneberg,suburban,53.73645,9.92623,Production & Technical,False,Day (08:00),False,5,19.5,22,False,True,0.709,False,False
SYN-00326,Hamburg-Rahlstedt,Hamburg,suburban,53.60439,10.13729,Office & Commercial,False,Day (08:00),False,2,7.8,38,False,True,0.658,False,False
SYN-00327,Hamburg-Neugraben,Hamburg,suburban,53.47549,9.83356,Office & Commercial,False,Day (08:00),False,4,15.6,36,True,False,0.036,True,False
SYN-00328,Hamburg-St. Pauli/Neustadt,Hamburg,urban_core,53.55809,9.97688,Lab & R&D,False,Day (08:00),False,4,15.6,59,False,False,0.006,False,False
SYN-00329,Hamburg-Rahlstedt,Hamburg,suburban,53.59743,10.1651,Production & Technical,False,Day (08:00),False,5,19.5,47,False,True,1.88,False,False
SYN-00330,Hamburg-Sasel/Wellingsbüttel,Hamburg,suburban,53.66918,10.09765,Lab & R&D,False,Day (08:00),False,4,15.6,29,True,True,1.317,False,False
SYN-00331,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.58747,9.90036,Office & Commercial,False,Day (08:00),False,2,7.8,37,False,True,1.067,True,False
SYN-00332,Hamburg-Niendorf,Hamburg,urban,53.61787,9.96133,Office & Commercial,False,Day (08:00),False,2,7.8,59,False,False,-0.002,False,False
SYN-00333,Hamburg-Billstedt/Horn,Hamburg,urban,53.52933,10.0805,Office & Commercial,False,Day (08:00),False,3,11.7,50,False,True,-0.989,False,False
SYN-00334,Ellerau,Kr. Segeberg,rural,53.74844,9.93422,Production & Technical,True,Early (06:00),True,5,19.5,32,False,True,0.994,False,False
SYN-00335,Hamburg-Langenhorn,Hamburg,urban,53.67134,10.02594,Office & Commercial,False,Day (08:00),False,3,11.7,39,False,False,0.344,False,False
SYN-00336,Hamburg-Rahlstedt,Hamburg,suburban,53.5881,10.16231,Production & Technical,True,Early (06:00),True,5,19.5,39,False,True,-0.627,False,False
SYN-00337,Hamburg-Langenhorn,Hamburg,urban,53.67863,10.04238,Production & Technical,True,Early (06:00),True,5,19.5,36,True,True,0.007,False,False
SYN-00338,Hamburg-Bahrenfeld/Lurup,Hamburg,urban,53.55591,9.89395,Office & Commercial,False,Day (08:00),False,4,15.6,23,False,True,-0.5,False,False
SYN-00339,Norderstedt,Kr. Segeberg,suburban,53.69837,9.94881,Office & Commercial,False,Day (08:00),False,2,7.8,35,True,True,1.074,False,False
SYN-00340,Elmshorn,Kr. Pinneberg,suburban,53.74122,9.6438,Production & Technical,False,Day (08:00),False,5,19.5,57,False,True,0.333,False,False
SYN-00341,Hamburg-Langenhorn,Hamburg,urban,53.68557,10.03317,Production & Technical,False,Day (08:00),False,5,19.5,38,True,True,0.398,True,False
SYN-00342,Großhansdorf,Kr. Stormarn,rural,53.6657,10.28625,Production & Technical,False,Day (08:00),False,5,19.5,41,True,True,-0.326,False,False
SYN-00343,Hamburg-Harburg,Hamburg,urban,53.46735,10.00422,Production & Technical,True,Night (22:00),True,5,19.5,44,True,True,-0.564,True,False
SYN-00344,Hamburg-Wandsbek,Hamburg,urban,53.57577,10.05608,Office & Commercial,False,Day (08:00),False,5,19.5,64,False,True,-2.347,False,False
